customer_id,borrower_type,borrower_age_or_company_age,gender_or_company_entity_type,education_or_company_size,income,employment_experience_or_years_in_business,home_ownership_or_business_premises,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,credit_history_length_years,credit_score,previous_loan_defaults_on_file,loan_status
CUST31136,Individual,21,male,Bachelor,22578,0,RENT,22400,VENTURE,14.72,0.11,2,663,Yes,0
CUST31137,Corporate,18,Private Limited Company,Micro Enterprise,72923,15,Pledged Business Asset,22500,Debt Restructuring,8.45,0.09,16,681,No,0
CUST31138,Individual,26,male,Associate,102963,6,RENT,22500,EDUCATION,8.59,0.02,2,663,No,0
CUST31139,Individual,24,male,High School,42735,3,MORTGAGE,59600,PERSONAL,7.88,0.22,3,663,Yes,0
CUST31140,Individual,22,female,High School,35918,0,RENT,23300,VENTURE,8.49,0.09,3,663,No,0
CUST31141,Individual,25,male,Bachelor,44382,4,MORTGAGE,25100,MEDICAL,8.9,0.11,4,663,No,0
CUST31142,Corporate,20,Share Company,Micro Enterprise,61948,17,Owned Business Premises,23500,Debt Restructuring,11.78,0.13,17,602,Yes,1
CUST31143,Individual,25,female,Master,26900,7,RENT,23600,PERSONAL,10.99,0.13,4,663,No,0
CUST31144,Individual,23,female,Bachelor,43715,0,MORTGAGE,115800,DEBTCONSOLIDATION,13.72,0.36,4,663,Yes,0
CUST31145,Individual,22,male,Master,45190,0,RENT,110800,VENTURE,8.88,0.24,4,663,No,0
CUST31146,Individual,24,male,Master,78536,4,RENT,23600,EDUCATION,10.59,0.05,2,663,No,0
CUST31147,Corporate,24,Share Company,Small Enterprise,34657,18,Leased Business Premises,24000,Staff Training & Capacity Building,6.6,0.07,18,725,No,0
CUST31148,Individual,22,male,High School,43124,0,MORTGAGE,23600,DEBTCONSOLIDATION,15.7,0.08,4,663,No,1
CUST31149,Corporate,23,Private Limited Company,Micro Enterprise,61156,16,Mortgaged Commercial Property,24800,Healthcare Business Financing,8,0.13,17,747,No,0
CUST31150,Individual,25,female,High School,41912,5,RENT,25000,VENTURE,9.38,0.12,3,663,No,0
CUST31151,Individual,23,female,Master,52431,4,MORTGAGE,21000,EDUCATION,7.51,0.02,2,663,No,0
CUST31152,Individual,23,male,Associate,52761,1,RENT,25000,MEDICAL,12.87,0.09,3,663,Yes,0
CUST31153,Individual,22,female,High School,52495,1,MORTGAGE,57000,MEDICAL,10.62,0.13,4,663,Yes,0
CUST31154,Individual,23,male,Bachelor,53853,0,OWN,117000,MEDICAL,6.62,0.32,2,663,Yes,0
CUST31155,Individual,21,female,Bachelor,54464,2,OWN,25000,EDUCATION,13.87,0.09,3,663,Yes,0
CUST31156,Individual,22,male,High School,54451,0,OWN,24750,EDUCATION,6.39,0.09,2,663,No,0
CUST31157,Individual,22,female,High School,54870,0,OWN,56000,EDUCATION,6.76,0.11,2,663,Yes,0
CUST31158,Corporate,22,Partnership,Small Enterprise,73094,16,Pledged Business Asset,25000,Business Expansion,7.67,0.11,15,739,No,0
CUST31159,Individual,25,female,Bachelor,75312,6,RENT,25000,DEBTCONSOLIDATION,11.01,0.07,2,663,No,0
CUST31160,Individual,23,male,Master,81891,2,RENT,25000,PERSONAL,11.86,0.06,4,663,No,0
CUST31161,Corporate,12,Private Limited Company,Small Enterprise,96616,11,Owned Business Premises,25000,Working Capital,7.46,0.19,15,738,No,0
CUST31162,Individual,25,female,Associate,56438,2,MORTGAGE,21500,EDUCATION,7.49,0.03,2,663,No,0
CUST31163,Individual,22,male,Master,57244,0,MORTGAGE,115000,MEDICAL,7.66,0.26,2,663,Yes,0
CUST31164,Corporate,22,Private Limited Company,Small Enterprise,58497,16,Leased Business Premises,25000,Staff Training & Capacity Building,5.5,0.1,16,786,No,0
CUST31165,Individual,23,female,Bachelor,58474,0,OWN,22550,VENTURE,11.86,0.04,3,663,Yes,0
CUST31166,Corporate,24,Sole Proprietor Business,Small Enterprise,37144,17,Owned Business Premises,56000,Staff Training & Capacity Building,11.29,0.07,16,634,Yes,1
CUST31167,Corporate,13,PLC,Small Enterprise,54762,10,Owned Business Premises,56000,Working Capital,9.56,0.22,12,662,No,0
CUST31168,Individual,26,female,Associate,59304,0,RENT,56000,MEDICAL,14.59,0.1,3,663,No,1
CUST31169,Corporate,11,PLC,Small Enterprise,64386,9,Owned Business Premises,56000,Staff Training & Capacity Building,9.84,0.18,9,630,Yes,1
CUST31170,Individual,26,male,Associate,28297,1,RENT,57000,MEDICAL,7.51,0.25,4,663,No,1
CUST31171,Individual,26,male,Bachelor,29935,5,RENT,57000,PERSONAL,12.99,0.23,3,663,No,0
CUST31172,Individual,23,female,High School,61794,2,MORTGAGE,22700,EDUCATION,5.99,0.04,2,663,No,0
CUST31173,Individual,25,female,Associate,120950,0,RENT,56000,PERSONAL,5.42,0.05,4,663,Yes,0
CUST31174,Individual,26,male,Bachelor,62195,4,MORTGAGE,115825,MEDICAL,6.99,0.25,3,663,Yes,0
CUST31175,Individual,23,male,High School,87575,0,RENT,57000,EDUCATION,13.11,0.08,4,663,No,0
CUST31176,Individual,22,male,Associate,63239,2,MORTGAGE,170000,EDUCATION,13.99,0.32,3,663,Yes,0
CUST31177,Corporate,11,Share Company,Small Enterprise,63502,6,Pledged Business Asset,58500,Debt Restructuring,7.56,0.09,6,628,No,0
CUST31178,Corporate,17,Share Company,Micro Enterprise,66404,12,Owned Business Premises,56300,Staff Training & Capacity Building,8.46,0.13,13,690,No,0
CUST31179,Individual,23,female,Bachelor,63018,1,OWN,60000,PERSONAL,11.14,0.16,2,663,No,0
CUST31180,Individual,23,male,Associate,64659,0,MORTGAGE,58000,PERSONAL,7.51,0.12,2,663,Yes,0
CUST31181,Corporate,24,Share Company,Micro Enterprise,64263,17,Mortgaged Commercial Property,118000,Business Expansion,9.06,0.09,20,744,No,0
CUST31182,Individual,24,female,Bachelor,48647,5,RENT,57000,MEDICAL,13.11,0.14,3,663,Yes,0
CUST31183,Individual,22,male,High School,48763,1,RENT,57000,EDUCATION,11.99,0.14,4,663,No,0
CUST31184,Individual,25,male,High School,67168,4,MORTGAGE,25000,VENTURE,9.91,0.07,4,663,No,0
CUST31185,Corporate,17,Private Limited Company,Micro Enterprise,56443,15,Owned Business Premises,57000,Staff Training & Capacity Building,9,0.17,18,680,No,0
CUST31186,Individual,23,male,Master,73111,4,RENT,57200,EDUCATION,13.22,0.1,4,663,No,0
CUST31187,Individual,25,male,Bachelor,46139,2,RENT,57500,PERSONAL,8.32,0.16,4,663,No,0
CUST31188,Corporate,15,Private Limited Company,Small Enterprise,58998,12,Pledged Business Asset,57500,Staff Training & Capacity Building,7.71,0.09,11,694,No,0
CUST31189,Individual,22,male,Bachelor,61545,0,RENT,57500,DEBTCONSOLIDATION,13.22,0.12,3,663,Yes,0
CUST31190,Corporate,9,PLC,Large Corporate,66779,7,Owned Business Premises,57500,Staff Training & Capacity Building,9.34,0.12,9,659,No,0
CUST31191,Individual,23,male,Bachelor,90783,1,RENT,57500,EDUCATION,11.83,0.08,2,663,Yes,0
CUST31192,Individual,24,female,Master,70487,1,MORTGAGE,23000,DEBTCONSOLIDATION,5.42,0.04,4,663,Yes,0
CUST31193,Individual,23,female,High School,70378,3,OWN,56400,MEDICAL,13.48,0.09,3,663,No,0
CUST31194,Individual,21,male,High School,32433,2,RENT,57750,MEDICAL,16.7,0.24,2,663,No,1
CUST31195,Corporate,17,Private Limited Company,Medium Enterprise,24211,14,Pledged Business Asset,58000,Premises Improvement,9.32,0.15,13,672,Yes,1
CUST31196,Individual,26,male,Master,71588,5,MORTGAGE,23500,EDUCATION,10.99,0.05,2,663,No,0
CUST31197,Individual,23,male,Bachelor,58407,0,RENT,58000,VENTURE,12.99,0.14,4,663,No,0
CUST31198,Individual,23,female,Associate,72951,2,MORTGAGE,57000,EDUCATION,6.54,0.1,3,663,No,0
CUST31199,Individual,25,female,Associate,73054,5,MORTGAGE,58000,DEBTCONSOLIDATION,5.79,0.11,2,663,Yes,0
CUST31200,Corporate,17,PLC,Large Corporate,66345,15,Owned Business Premises,58000,Premises Improvement,8.68,0.03,17,634,No,0
CUST31201,Corporate,21,Partnership,Medium Enterprise,75367,15,Owned Business Premises,112000,Working Capital,9.26,0.17,16,672,No,0
CUST31202,Individual,25,female,Associate,42208,4,RENT,58400,PERSONAL,11.01,0.2,4,663,No,0
CUST31203,Corporate,20,Private Limited Company,Micro Enterprise,75468,13,Leased Business Premises,58400,Healthcare Business Financing,7.39,0.08,16,721,No,0
CUST31204,Individual,24,female,Bachelor,78041,1,MORTGAGE,112000,VENTURE,16.77,0.15,2,663,Yes,0
CUST31205,Individual,23,male,Bachelor,80450,0,MORTGAGE,60000,PERSONAL,9.63,0.12,4,663,No,0
CUST31206,Individual,23,male,High School,81240,0,MORTGAGE,57000,DEBTCONSOLIDATION,7.88,0.09,4,663,Yes,0
CUST31207,Individual,22,male,Master,81595,0,MORTGAGE,60000,EDUCATION,10.62,0.12,4,663,Yes,0
CUST31208,Corporate,13,Partnership,Medium Enterprise,82683,9,Owned Business Premises,23600,Healthcare Business Financing,8.61,0.12,9,708,No,0
CUST31209,Corporate,22,Partnership,Small Enterprise,49051,17,Mortgaged Commercial Property,60000,Business Expansion,6.04,0.04,18,720,No,0
CUST31210,Individual,21,male,Associate,61030,0,RENT,60000,EDUCATION,6.03,0.16,4,663,Yes,0
CUST31211,Individual,22,female,Master,61118,0,RENT,60000,DEBTCONSOLIDATION,13.99,0.16,2,663,Yes,0
CUST31212,Individual,22,male,Associate,87438,1,MORTGAGE,25000,EDUCATION,6.54,0.06,4,663,No,0
CUST31213,Individual,23,male,Master,61182,0,RENT,60000,EDUCATION,6.92,0.16,2,663,No,0
CUST31214,Individual,25,male,Bachelor,63543,1,RENT,60000,VENTURE,5.79,0.16,3,663,Yes,0
CUST31215,Individual,24,female,Bachelor,89061,0,MORTGAGE,57000,EDUCATION,6.99,0.08,2,663,No,0
CUST31216,Individual,24,male,Master,89648,4,OWN,25000,EDUCATION,14.09,0.06,4,663,Yes,0
CUST31217,Individual,24,male,Bachelor,47649,3,RENT,24000,DEBTCONSOLIDATION,11.01,0.08,4,663,No,1
CUST31218,Individual,22,female,Master,90905,0,MORTGAGE,114825,EDUCATION,12.69,0.16,3,663,Yes,0
CUST31219,Corporate,18,Private Limited Company,Small Enterprise,91165,12,Owned Business Premises,112000,Premises Improvement,9.04,0.05,13,618,No,0
CUST31220,Individual,26,male,Associate,90869,5,MORTGAGE,57200,DEBTCONSOLIDATION,15.23,0.08,4,663,Yes,0
CUST31221,Individual,24,male,Associate,91028,2,MORTGAGE,112000,HOMEIMPROVEMENT,5.99,0.13,2,663,No,0
CUST31222,Individual,24,female,High School,90969,1,MORTGAGE,115000,MEDICAL,7.51,0.16,2,663,No,0
CUST31223,Corporate,7,Share Company,Medium Enterprise,91294,4,Leased Business Premises,60000,Working Capital,7.28,0.04,7,676,No,0
CUST31224,Individual,24,female,High School,91229,2,OTHER,112000,HOMEIMPROVEMENT,14.26,0.13,3,663,Yes,0
CUST31225,Individual,25,male,Bachelor,108855,4,RENT,60000,PERSONAL,7.49,0.09,2,663,Yes,0
CUST31226,Individual,24,male,Master,86114,0,MORTGAGE,25000,DEBTCONSOLIDATION,14.96,0.06,3,663,No,1
CUST31227,Individual,23,male,Master,94286,1,MORTGAGE,60000,MEDICAL,6.62,0.11,2,663,No,0
CUST31228,Individual,24,female,Bachelor,94416,3,MORTGAGE,170000,DEBTCONSOLIDATION,10.37,0.21,2,663,No,0
CUST31229,Corporate,11,Private Limited Company,Large Corporate,95854,9,Leased Business Premises,235000,Business Expansion,7.37,0.09,8,759,No,0
CUST31230,Individual,23,male,Bachelor,97004,5,MORTGAGE,57000,EDUCATION,16.29,0.07,3,663,Yes,0
CUST31231,Corporate,12,Share Company,Medium Enterprise,97163,11,Owned Business Premises,112000,Working Capital,6.92,0.1,15,709,No,0
CUST31232,Individual,22,female,Associate,97260,2,MORTGAGE,22000,EDUCATION,11.01,0.02,4,663,Yes,0
CUST31233,Corporate,24,Share Company,Micro Enterprise,38275,17,Leased Business Premises,24000,Premises Improvement,11.29,0.12,21,630,Yes,1
CUST31234,Individual,24,female,High School,102878,0,MORTGAGE,170000,EDUCATION,11.11,0.19,4,663,Yes,0
CUST31235,Individual,26,male,Bachelor,88686,3,MORTGAGE,60000,DEBTCONSOLIDATION,14.09,0.11,3,663,No,1
CUST31236,Individual,23,male,Bachelor,89227,0,RENT,112000,VENTURE,12.99,0.13,2,663,No,1
CUST31237,Individual,22,male,Master,106494,2,MORTGAGE,115000,VENTURE,11.83,0.14,4,663,No,0
CUST31238,Individual,23,male,High School,109055,1,MORTGAGE,21500,DEBTCONSOLIDATION,12.84,0.01,2,663,Yes,0
CUST31239,Corporate,18,Share Company,Micro Enterprise,110013,13,Leased Business Premises,60000,Working Capital,9.82,0.15,13,711,No,0
CUST31240,Individual,25,female,Associate,112283,2,MORTGAGE,112000,MEDICAL,7.88,0.11,4,663,Yes,0
CUST31241,Corporate,6,Private Limited Company,Micro Enterprise,52247,4,Owned Business Premises,112600,Healthcare Business Financing,9,0.09,2,632,No,0
CUST31242,Individual,22,male,Master,73170,0,RENT,113000,DEBTCONSOLIDATION,8.94,0.18,2,663,Yes,0
CUST31243,Individual,22,female,High School,79076,0,RENT,113000,EDUCATION,11.01,0.16,4,663,Yes,0
CUST31244,Corporate,9,Partnership,Small Enterprise,40522,6,Pledged Business Asset,113650,Debt Restructuring,9.77,0.11,5,641,Yes,1
CUST31245,Individual,26,male,Bachelor,117617,3,MORTGAGE,56000,MEDICAL,13.61,0.05,3,663,Yes,0
CUST31246,Individual,24,female,Associate,118671,0,OWN,112000,HOMEIMPROVEMENT,6.03,0.1,3,663,Yes,0
CUST31247,Individual,22,male,Bachelor,104119,1,MORTGAGE,118000,EDUCATION,13.48,0.17,2,663,No,1
CUST31248,Individual,24,male,Master,120871,4,MORTGAGE,25625,MEDICAL,6.99,0.05,4,663,Yes,0
CUST31249,Individual,23,male,Bachelor,104053,2,RENT,114000,MEDICAL,6.62,0.13,3,663,No,0
CUST31250,Corporate,9,Private Limited Company,Medium Enterprise,41795,7,Owned Business Premises,22000,Staff Training & Capacity Building,8.81,0.06,10,652,No,0
CUST31251,Individual,25,male,Bachelor,130798,3,MORTGAGE,115000,VENTURE,6.62,0.11,2,663,No,0
CUST31252,Individual,26,female,Bachelor,133084,6,MORTGAGE,58000,VENTURE,14.35,0.06,2,663,Yes,0
CUST31253,Corporate,12,Private Limited Company,Micro Enterprise,48833,9,Mortgaged Commercial Property,115000,Business Expansion,11.63,0.11,9,618,Yes,1
CUST31254,Individual,26,male,Master,42979,2,RENT,21800,MEDICAL,11.36,0.04,3,663,No,0
CUST31255,Individual,22,male,Bachelor,31037,0,OWN,113000,PERSONAL,8.88,0.42,4,663,No,0
CUST31256,Individual,23,male,High School,30690,0,OWN,22600,VENTURE,11.86,0.08,4,663,Yes,0
CUST31257,Individual,25,female,Bachelor,18224,4,RENT,21500,VENTURE,12.99,0.08,2,663,No,1
CUST31258,Corporate,18,Private Limited Company,Medium Enterprise,30072,17,Owned Business Premises,24200,Debt Restructuring,9.14,0.09,20,690,No,0
CUST31259,Individual,25,male,Associate,152135,3,MORTGAGE,56000,DEBTCONSOLIDATION,6.92,0.04,3,663,Yes,0
CUST31260,Individual,23,male,High School,156614,1,OWN,113500,PERSONAL,5.42,0.09,2,663,Yes,0
CUST31261,Corporate,12,Partnership,Medium Enterprise,79260,11,Pledged Business Asset,115000,Staff Training & Capacity Building,6.63,0.05,15,592,No,0
CUST31262,Individual,23,female,Bachelor,26100,0,OWN,23825,VENTURE,14.65,0.15,4,663,Yes,0
CUST31263,Individual,24,female,Bachelor,169114,2,MORTGAGE,24000,EDUCATION,16.45,0.02,3,663,Yes,0
CUST31264,Corporate,16,Private Limited Company,Micro Enterprise,184834,11,Owned Business Premises,57500,Staff Training & Capacity Building,7.65,0.06,10,708,No,0
CUST31265,Corporate,18,Private Limited Company,Micro Enterprise,133014,16,Mortgaged Commercial Property,115600,Premises Improvement,8.73,0.12,20,694,No,0
CUST31266,Corporate,10,Private Limited Company,Micro Enterprise,78850,6,Owned Business Premises,59000,Staff Training & Capacity Building,7.95,0.16,5,639,No,0
CUST31267,Individual,24,male,Associate,59742,0,RENT,25000,VENTURE,13.79,0.08,4,663,Yes,0
CUST31268,Corporate,13,Share Company,Small Enterprise,114815,9,Leased Business Premises,235000,Staff Training & Capacity Building,7.77,0.14,13,669,No,0
CUST31269,Individual,24,male,Master,53726,3,MORTGAGE,175000,DEBTCONSOLIDATION,15.58,0.47,3,663,No,1
CUST31270,Individual,25,male,Bachelor,70177,2,MORTGAGE,112275,HOMEIMPROVEMENT,11.01,0.17,3,663,Yes,0
CUST31271,Individual,24,male,High School,60910,0,MORTGAGE,112500,EDUCATION,9.32,0.21,3,663,Yes,0
CUST31272,Individual,26,male,Doctorate,68340,3,RENT,60000,DEBTCONSOLIDATION,12.69,0.15,4,663,No,1
CUST31273,Corporate,16,Share Company,Medium Enterprise,59943,13,Leased Business Premises,57000,Staff Training & Capacity Building,12.58,0.15,13,624,Yes,1
CUST31274,Individual,22,male,High School,36852,0,RENT,113000,EDUCATION,13.11,0.35,3,663,No,1
CUST31275,Individual,26,male,High School,163171,3,MORTGAGE,115000,EDUCATION,15.33,0.09,2,663,Yes,0
CUST31276,Individual,22,female,Master,94833,0,MORTGAGE,57750,EDUCATION,7.51,0.08,4,663,No,0
CUST31277,Corporate,13,Private Limited Company,Medium Enterprise,140066,9,Mortgaged Commercial Property,59925,Business Expansion,7.45,0.12,8,742,No,0
CUST31278,Corporate,19,Private Limited Company,Small Enterprise,145094,15,Leased Business Premises,24800,Business Expansion,8.64,0.16,18,654,No,0
CUST31279,Individual,24,male,Associate,51418,2,MORTGAGE,57000,HOMEIMPROVEMENT,8.59,0.14,3,663,Yes,0
CUST31280,Individual,26,female,Associate,25937,3,OWN,58000,VENTURE,13.79,0.31,2,663,Yes,0
CUST31281,Individual,34,female,Bachelor,345447,12,RENT,115000,MEDICAL,12.41,0.04,8,663,No,1
CUST31282,Individual,31,female,Master,72998,8,RENT,175000,HOMEIMPROVEMENT,8.9,0.34,10,663,No,1
CUST31283,Individual,30,male,Associate,103182,9,RENT,175000,HOMEIMPROVEMENT,12.21,0.24,6,663,Yes,0
CUST31284,Individual,27,male,High School,87303,3,RENT,170000,VENTURE,8.9,0.23,5,663,Yes,0
CUST31285,Individual,27,male,Bachelor,105315,3,RENT,170000,HOMEIMPROVEMENT,7.49,0.19,8,663,Yes,0
CUST31286,Corporate,20,Private Limited Company,Medium Enterprise,27221,16,Owned Business Premises,58000,Staff Training & Capacity Building,8.49,0.17,16,699,No,0
CUST31287,Individual,27,male,Associate,27367,5,MORTGAGE,22500,EDUCATION,7.49,0.09,6,663,Yes,0
CUST31288,Individual,28,female,Bachelor,118758,6,RENT,170000,HOMEIMPROVEMENT,14.96,0.17,6,663,No,1
CUST31289,Corporate,18,Private Limited Company,Medium Enterprise,36773,11,Leased Business Premises,116000,Debt Restructuring,10.7,0.12,15,648,Yes,1
CUST31290,Individual,30,male,Bachelor,38410,10,RENT,21900,MEDICAL,5.79,0.05,10,663,No,0
CUST31291,Corporate,26,Private Limited Company,Large Corporate,86139,24,Leased Business Premises,22375,Business Expansion,7.22,0.09,27,698,No,0
CUST31292,Corporate,24,Sole Proprietor Business,Small Enterprise,35962,18,Leased Business Premises,22400,Healthcare Business Financing,8.28,0.05,16,628,Yes,1
CUST31293,Corporate,15,Private Limited Company,Large Corporate,47755,10,Leased Business Premises,22400,Debt Restructuring,7.68,0.05,9,709,No,0
CUST31294,Individual,27,male,Bachelor,44574,7,RENT,23000,MEDICAL,8,0.07,9,663,No,0
CUST31295,Corporate,25,Partnership,Micro Enterprise,47579,18,Owned Business Premises,23000,Staff Training & Capacity Building,8.36,0.07,16,648,No,0
CUST31296,Individual,28,male,Associate,52598,3,RENT,23000,MEDICAL,7.49,0.06,9,663,Yes,0
CUST31297,Individual,33,male,Associate,61257,8,RENT,112000,VENTURE,13.49,0.2,7,663,No,0
CUST31298,Individual,28,female,Bachelor,59853,4,RENT,23000,DEBTCONSOLIDATION,11.01,0.05,5,663,No,1
CUST31299,Corporate,14,Sole Proprietor Business,Large Corporate,72899,13,Owned Business Premises,23000,Debt Restructuring,7.14,0.14,16,712,No,0
CUST31300,Corporate,19,Private Limited Company,Micro Enterprise,85369,13,Pledged Business Asset,23000,Healthcare Business Financing,8.04,0.13,17,649,No,0
CUST31301,Corporate,26,PLC,Medium Enterprise,42597,20,Leased Business Premises,56075,Working Capital,8.38,0.06,21,665,No,0
CUST31302,Corporate,20,Share Company,Micro Enterprise,44021,14,Owned Business Premises,113500,Debt Restructuring,7.98,0.08,13,664,No,0
CUST31303,Individual,31,male,Bachelor,46580,11,MORTGAGE,22000,MEDICAL,11.36,0.04,8,663,Yes,0
CUST31304,Individual,28,male,Associate,33975,5,RENT,24000,DEBTCONSOLIDATION,15.23,0.12,8,663,Yes,0
CUST31305,Corporate,26,PLC,Small Enterprise,42954,23,Pledged Business Asset,24000,Staff Training & Capacity Building,7.2,0.17,23,681,No,0
CUST31306,Corporate,25,Private Limited Company,Micro Enterprise,58666,20,Owned Business Premises,24500,Working Capital,9.4,0.13,23,681,No,0
CUST31307,Corporate,21,Private Limited Company,Small Enterprise,156813,15,Owned Business Premises,60000,Staff Training & Capacity Building,8.5,0.13,17,672,No,0
CUST31308,Individual,27,male,High School,46853,4,RENT,25000,MEDICAL,7.51,0.11,5,663,No,0
CUST31309,Corporate,21,Private Limited Company,Large Corporate,51325,18,Mortgaged Commercial Property,25000,Healthcare Business Financing,9.79,0.1,20,672,No,0
CUST31310,Individual,27,female,Bachelor,84881,4,RENT,59000,VENTURE,7.88,0.11,8,663,Yes,0
CUST31311,Individual,35,male,Bachelor,55956,10,RENT,58800,PERSONAL,14.27,0.16,7,663,No,0
CUST31312,Individual,35,female,Bachelor,34802,14,RENT,58500,MEDICAL,11.58,0.24,6,663,Yes,0
CUST31313,Individual,34,female,Bachelor,63210,11,RENT,25000,VENTURE,13.99,0.08,8,663,No,0
CUST31314,Corporate,27,Private Limited Company,Small Enterprise,55082,20,Mortgaged Commercial Property,60000,Working Capital,6.68,0.09,18,748,No,0
CUST31315,Corporate,20,Private Limited Company,Micro Enterprise,68097,14,Owned Business Premises,25000,Working Capital,9,0.13,18,673,No,0
CUST31316,Individual,30,male,Bachelor,85316,9,RENT,25850,MEDICAL,5.79,0.07,5,663,Yes,0
CUST31317,Corporate,21,PLC,Large Corporate,25215,18,Owned Business Premises,56000,Business Expansion,7.74,0.14,22,662,No,0
CUST31318,Corporate,20,Private Limited Company,Micro Enterprise,26889,14,Leased Business Premises,56000,Working Capital,9.71,0.13,15,677,No,0
CUST31319,Corporate,14,Private Limited Company,Large Corporate,42900,11,Owned Business Premises,56000,Healthcare Business Financing,6.11,0.05,9,716,No,0
CUST31320,Individual,31,female,Associate,60727,6,MORTGAGE,56000,VENTURE,5.99,0.1,8,663,No,0
CUST31321,Individual,35,female,High School,31209,12,RENT,57050,DEBTCONSOLIDATION,12.23,0.23,7,663,No,0
CUST31322,Corporate,19,Sole Proprietor Business,Medium Enterprise,61156,18,Mortgaged Commercial Property,116000,Premises Improvement,7.9,0.06,17,668,No,0
CUST31323,Individual,32,male,Master,60862,10,MORTGAGE,57500,MEDICAL,10.39,0.12,7,663,Yes,0
CUST31324,Individual,27,female,Bachelor,63656,7,MORTGAGE,25000,DEBTCONSOLIDATION,7.75,0.08,7,663,Yes,0
CUST31325,Corporate,25,Private Limited Company,Small Enterprise,57226,21,Leased Business Premises,57750,Debt Restructuring,12.65,0.14,22,610,Yes,1
CUST31326,Corporate,25,Private Limited Company,Large Corporate,65308,20,Pledged Business Asset,25000,Debt Restructuring,10.52,0.2,18,649,No,0
CUST31327,Individual,27,male,Master,50208,9,RENT,57800,MEDICAL,11.14,0.16,7,663,Yes,0
CUST31328,Individual,28,male,Bachelor,36107,8,RENT,58000,MEDICAL,13.11,0.22,9,663,No,1
CUST31329,Individual,28,female,High School,72616,6,MORTGAGE,25000,MEDICAL,11.01,0.07,8,663,Yes,0
CUST31330,Individual,30,male,High School,51444,7,RENT,58000,MEDICAL,10,0.16,5,663,Yes,0
CUST31331,Individual,28,female,Bachelor,79226,5,OWN,57500,VENTURE,10.96,0.09,5,663,Yes,0
CUST31332,Individual,31,female,High School,40363,11,RENT,59750,MEDICAL,14.54,0.24,9,663,No,1
CUST31333,Individual,32,male,Associate,81648,4,MORTGAGE,24000,DEBTCONSOLIDATION,11.01,0.05,9,663,No,0
CUST31334,Individual,28,female,High School,83457,5,MORTGAGE,172000,EDUCATION,6.99,0.26,6,663,No,0
CUST31335,Corporate,9,Sole Proprietor Business,Small Enterprise,85086,7,Owned Business Premises,21000,Debt Restructuring,8.96,0.21,9,663,No,0
CUST31336,Individual,32,male,Bachelor,63339,12,RENT,24200,EDUCATION,13.23,0.07,10,663,Yes,0
CUST31337,Individual,29,male,Bachelor,87081,4,MORTGAGE,114000,MEDICAL,10.65,0.16,7,663,Yes,0
CUST31338,Individual,29,female,Bachelor,87380,8,MORTGAGE,112000,MEDICAL,11.49,0.14,5,663,Yes,0
CUST31339,Individual,27,male,High School,88936,5,MORTGAGE,60000,PERSONAL,15.7,0.11,9,663,No,0
CUST31340,Individual,30,male,Bachelor,91146,9,MORTGAGE,25000,PERSONAL,11.01,0.05,10,663,No,0
CUST31341,Individual,35,male,Associate,85567,16,RENT,60000,EDUCATION,6.62,0.12,5,663,No,0
CUST31342,Individual,31,female,Associate,90973,8,MORTGAGE,170000,EDUCATION,14.74,0.22,10,663,No,0
CUST31343,Individual,30,male,Associate,31643,6,RENT,112000,MEDICAL,14.79,0.38,10,663,No,1
CUST31344,Corporate,25,Share Company,Medium Enterprise,96854,21,Leased Business Premises,112000,Working Capital,8.74,0.13,25,684,No,0
CUST31345,Corporate,20,Partnership,Small Enterprise,42126,16,Owned Business Premises,112000,Healthcare Business Financing,10.41,0.1,20,662,Yes,1
CUST31346,Individual,33,female,Associate,101856,11,MORTGAGE,170000,VENTURE,5.99,0.2,8,663,Yes,0
CUST31347,Individual,28,male,High School,94740,5,RENT,112000,VENTURE,10.62,0.13,10,663,No,0
CUST31348,Individual,27,female,Master,109044,7,MORTGAGE,60000,PERSONAL,8.94,0.09,7,663,Yes,0
CUST31349,Individual,28,male,Bachelor,110246,7,MORTGAGE,171000,MEDICAL,13.35,0.19,6,663,No,0
CUST31350,Individual,32,female,Bachelor,114736,9,MORTGAGE,24800,VENTURE,10.99,0.04,8,663,No,0
CUST31351,Individual,28,female,High School,114918,7,MORTGAGE,25000,MEDICAL,11.01,0.04,7,663,Yes,0
CUST31352,Individual,35,female,Bachelor,117539,11,MORTGAGE,116000,DEBTCONSOLIDATION,8.88,0.14,10,663,Yes,0
CUST31353,Corporate,23,Share Company,Small Enterprise,118426,18,Owned Business Premises,56000,Debt Restructuring,8.32,0.12,21,665,No,0
CUST31354,Individual,35,female,Bachelor,106516,11,MORTGAGE,60000,PERSONAL,14.11,0.09,6,663,No,1
CUST31355,Individual,28,male,Associate,126784,6,MORTGAGE,119000,VENTURE,12.21,0.15,6,663,No,0
CUST31356,Individual,27,female,Associate,127818,8,MORTGAGE,60000,DEBTCONSOLIDATION,7.29,0.08,6,663,Yes,0
CUST31357,Individual,29,male,Bachelor,42959,10,RENT,22000,DEBTCONSOLIDATION,9.63,0.05,8,663,No,0
CUST31358,Individual,27,male,Master,136498,6,MORTGAGE,119000,HOMEIMPROVEMENT,16.35,0.14,10,663,Yes,0
CUST31359,Individual,31,female,Master,139111,11,MORTGAGE,60000,MEDICAL,12.42,0.07,6,663,Yes,0
